			- 				SENT_START 	
там			там 			adv:&pron:dem 	(adv)
минулої		минулий 		adjp:actv:past:f:v_rod 	
осені		осінь 			noun:f:v_rod 	
.			- 				SENT_END	
			
			-				SENT_START 		 			
Враження	враження 		noun:n:v_naz 	
не			не 				part 	
згасають	згасати 		verb:pres:p:3:imperf 	
по			по 				prep:rv_mis:rv_zna 	(prep:rv_zna)
сьогодні	сьогодні 		adv 	
!			- 				- 	
!			- 				- 	
!			- 				SENT_END	
			
			- 				SENT_START 		
Здавалося	здається 		insert 	
,			- 				- 	
ніби		ніби 			conj:subord 	
справді		справді 		adv 	
побувала	побувати 		verb:past:f:perf 	
у			у 				prep:rv_zna:rv_mis:rv_rod:v-u (prep:rv_mis:v-u)	
казці		казка 			noun:f:v_mis 	
)			- 				- 	
)			- 				- 	
Як			як 				noun:m:v_naz:anim 	
приємно		приємно 		adv:compb 	
відчувати	відчувати 		verb:inf:imperf 	
себе		себе 			pron:refl:m:v_zna 	
дитиною		дитина 			noun:f:v_oru:anim 	
...			- 				- 	
.			- 				SENT_END 		
							PARA_END 	

			- 				SENT_START 					
Учора		учора 			adv:v-u 	
разом		разом 			adv 	
із			із 				prep:rv_rod:rv_zna:rv_oru (prep:rv_oru)	
гостями		гість 			noun:p:v_oru:anim 	
з			з 				prep:rv_rod:rv_zna:rv_oru (prep:rv_rod) 	
Києва		Київ 			noun:m:v_rod 	
побували	побувати 		verb:past:p:perf 	
у			у 				prep:rv_zna:rv_mis:rv_rod:v-u (prep:rv_mis:v-u)
будинку		будинок 		noun:m:v_mis 	
легенд		легенда 		noun:p:v_rod 	
.			- 				SENT_END	
			
			-				SENT_START 		 			
Враження	враження 		noun:n:v_naz 	
не			не 				part 	
однозначні	однозначний 	adj:p:v_naz 	
.			- 				SENT_END	
			
			-				SENT_START 					
У			у 				prep:rv_zna:rv_mis:rv_rod:v-u (prep:rv_mis:v-u)	
залах		зала 			noun:p:v_mis 	
дуже		дуже 			adv 	
душно		душно 			adv 	
,			- 				- 	
дихати		дихати 			verb:inf:imperf 	
немає		немає 			predic 	
чим			що 				pron:rel:n:v_oru 	
.			- 				SENT_END	
			
			-				SENT_START 					
Кухня		кухня 			noun:f:v_naz 	
нормальна	нормальний 		adj:f:v_naz 	
,			- 				- 	
але			але 			conj:coord 	
замовлення	замовлення 		noun:n:v_naz 	
несуть		нести 			verb:pres:p:3:imperf 	
дуже		дуже 			adv 	
довго		довго 			adv:compb 	
.			- 				SENT_END	
			
			- 				SENT_START 					
А			а 				conj:coord 	
швейцар-сажотрус	швейцар-сажотрус 	noun:m:v_naz:anim 	
справді		справді 		adv 	
МЕГА		- 				- 	
.			- 				SENT_END	
			
			- 				SENT_START 		
Кияни		киянин 			noun:p:v_kly:anim 	
як			як 				conj:subord 	
і			і 				part 	
ми			ми 				pron:pers:p:1:v_naz:anim 	
з			з 				prep:rv_rod:rv_zna:rv_oru (prep:rv_oru)	
дружиною	дружина 		noun:f:v_oru 	
були		бути 			verb:past:p:imperf 	
просто		просто 			adv:compb 	
в			в 				prep:rv_zna:rv_mis:rv_rod:v-u 	(prep:rv_mis:v-u)
захваті		захват 			noun:m:v_mis 	
від			від 			prep:rv_rod 	
його		його 			adj:m:nv:&pron:pos (pron:pos)	
легенд		легенда 		noun:p:v_rod 	
.			- 				SENT_END	
			
			-				SENT_START 		 			
Дякую		дякувати 		verb:pres:s:1:imperf 	
попередній	попередній 		adj:f:v_dav 	
дописквачці	- 				- 	
за			за 				prep:rv_rod:rv_zna:rv_oru (prep:rv_zna)	
пораду		порада 			noun:f:v_zna 	
зкористатися	- 			- 	
його		його 			adj:m:nv:&pron:pos 	(pron:pos)
розвіддю	- 				- 	
.			- 				SENT_END	
			
			-				SENT_START 		 			
Зізнаюся	зізнатися 		verb:rev:futr:s:1:perf 	
,			- 				- 	
що			що 				conj:subord 	
він			він 			pron:pers:m:3:v_naz:anim	
нам			ми 				pron:pers:p:1:v_dav:anim 	
нетільки	- 				- 	
ці			цей 			adj:p:v_zna:&pron:dem (pron:dem)	
легенди		легенда 		noun:p:v_zna 	
розповів	розповісти 		verb:past:m:perf 	
,			- 				- 	
він			він 			pron:pers:m:3:v_naz:anim	
ще			ще 				adv 	
і			і 				part 	
про			про 			prep:rv_zna 	
"			- 				- 	
Золоту		золотий 		adj:f:v_zna 	
Розу		Роза 			noun:f:v_zna:anim:fname 	
"			- 				- 	
легенду		легенда 		noun:f:v_zna 	
розповів	розповісти 		verb:past:m:perf 	
і			і 				conj:coord 	
про			про 			prep:rv_zna 	
ісорію		- 				- 	
винайдення	винайдення 		noun:n:v_rod 	
газової		газовий 		adj:f:v_rod 	
(			- 				- 	
керасинової	- 				- 	
)			- 				- 	
лампи		лампа 			noun:f:v_rod 	
,			- 				- 	
і			і 				conj:coord 	
про			про 			prep:rv_zna 	
Мазоха		Мазох 			noun:m:v_rod:anim:lname	
.			- 				SENT_END	
			
			-				SENT_START 					
Дякую		дякувати 		verb:pres:s:1:imperf 	
вашій		ваш 			adj:f:v_dav:&pron:pos (pron:pos)	
мережі		мережа 			noun:f:v_dav 	
,			- 				- 	
що			що 				conj:subord 	
у			у 				prep:rv_zna:rv_mis:rv_rod:v-u (prep:rv_zna:v-u)	
будинок		будинок 		noun:m:v_zna 	
легенд		легенда 		noun:p:v_rod 	
ви			ви 				pron:pers:p:2:v_naz:anim 	
знайщли		- 				- 	
спрвжню		- 				- 	
людину		людина 			noun:f:v_zna:anim 	
легенду		легенда 		noun:f:v_zna 	
.			- 				SENT_END 	
							PARA_END	
			
			-				SENT_START 		 			
Відвідали	відвідати 		verb:past:p:perf 	
вчора		вчора 			adv:v-u 	
"			- 				- 	
Дім			дім 			noun:m:v_zna 	
легенд		легенда 		noun:p:v_rod 	
"			- 				- 	
.			- 				SENT_END	
			
			- 				SENT_START 					
Сподобалося	сподобатися 	verb:rev:past:n:perf 	
дуже		дуже 			adv 	
.			- 				SENT_END	
			
			-				SENT_START 		 			
Особливо	особливо 		adv 	
приємне		приємний 		adj:n:v_zna:compb 	
враження	враження 		noun:n:v_zna 	
справив		справити 		verb:past:m:perf 	
цей			цей 			adj:m:v_naz:&pron:dem	(pron:dem)
дядько		дядько 			noun:m:v_naz:anim 	
на			на 				prep:rv_zna:rv_mis 	
вході		вхід 			noun:m:v_mis 	
.			- 				SENT_END	
			
			-				SENT_START 		 			
Він			він 			pron:pers:m:3:v_naz:anim 	
так			так 			adv:&pron:dem 	(pron:dem)
захоплююче	захоплюючий 	adjp:actv:pres:n:v_naz:bad 	
і			і 				conj:coord 	
артистично	артистично 		adv 	
розповідав	розповідати 	verb:past:m:imperf 	
нам			ми 				pron:pers:p:1:v_dav:anim 	
ці			цей 			adj:p:v_zna:&pron:dem 	(pron:dem)
лнгенди		- 				- 	
,			- 				- 	
що			що 				conj:subord 	
ми			ми 				pron:pers:p:1:v_naz:anim 	
слухали		слухати 		verb:past:p:imperf 	
їх			вони 			pron:pers:p:3:v_rod:anim 	
із			із 				prep:rv_rod:rv_zna:rv_oru 	(prep:rv_oru)
відкритим	відкритий 		adjp:pasv:past:m:v_oru:compb	
ротом		рот 			noun:m:v_oru 	
.			- 				SENT_END	
			
			-				SENT_START 		 			
Без			без 			prep:rv_rod 	
цих			цей 			adj:p:v_rod:&pron:dem 	(pron:dem)
легенд		легенда 		noun:p:v_rod 	
,			- 				- 	
це			цей 			adj:n:v_naz:&pron:dem 	
просто		просто 			adv:compb 	
красивий	красивий 		adj:m:v_naz:compb 	
ресторан	ресторан 		noun:m:v_naz 	
,			- 				- 	
яких		який 			adj:p:v_rod:&pron:int:rel:def (pron:int)	
у			у 				prep:rv_zna:rv_mis:rv_rod:v-u 	
львові		- 				- 	
хоч			хоч 			part 	
греблю		гребля 			noun:f:v_zna 	
гати		- 				- 	
.			- 				SENT_END	
			
			-				SENT_START 		 			
Моя			мій 			adj:f:v_naz:&pron:pos 	
порада		порада 			noun:f:v_naz 	
всім		весь 			adj:p:v_dav:&pron:dem 	
скористатися	скористатися 	verb:rev:inf:perf 	
його		його 			adj:m:nv:&pron:pos 	(pron:pos)
розповіддю	розповідь 		noun:f:v_oru 	
,			- 				- 	
і			і 				conj:coord 	
враження	враження 		noun:n:v_naz 	
будуть		бути 			verb:futr:p:3:imperf 	
неперевершенні	- 			- 	
.			- 				SENT_END 	
							PARA_END	
			
			-				SENT_START 					
Святкували	святкувати 		verb:past:p:imperf 	
Новий		новий 			adj:m:v_zna:compb 	
рік			рік 			noun:m:v_zna 	
у			у 				prep:rv_zna:rv_mis:rv_rod:v-u 	(prep:rv_mis:v-u)
Домі		дім 			noun:m:v_mis 	
легенд		легенда 		noun:p:v_rod 	
!			- 				- 	
!			- 				- 	
!			- 				- 	
!			- 				- 	
!			- 				SENT_END	
			
			- 				SENT_START 					
Одним		один 			numr:n:v_oru 	
словом-кошмар	- 			- 	
!			- 				- 	
!			- 				- 	
!			- 				SENT_END	
			
			- 				SENT_START 		
Обслуговування	обслуговування 	noun:n:v_rod 	
ніякого		ніякий 				adj:m:v_rod:&pron:neg	(pron:neg)
,			- 					- 	
все			все 				adv:v-u 	
не			не 					part 	
підготовлено	підготовити 	verb:impers:perf 	
,			- 					- 	
хоча		хоча 				conj:subord 	
замовляли	замовляти 			verb:past:p:imperf 	
ще			ще 					part 	
20			20 					number 	
грудня		грудень 			noun:m:v_rod 	
,			- 					- 	
обіцяна		обіцяний 			adjp:pasv:past:f:v_naz 	
програма	програма 			noun:f:v_naz 	
ніяка		ніякий 				adj:f:v_naz:&pron:neg 	
,			- 					- 	
а			а 					conj:coord 	
головне		головний 			adj:n:v_naz:compb 	
12			12 					number 	
година		година 				noun:f:v_naz 	
прийшла		прийти 				verb:past:f:perf 	
,			- 					- 	
а			а 					conj:coord 	
шампвнського	- 				- 	
так			так 				part 	
і			і 					part 	
не			не 					part 	
принесли	принести 			verb:past:p:perf 	
!			- 					- 	
!			- 					- 	
!			- 					SENT_END	
			
			- 					SENT_START 					
Відсвяткували	відсвяткувати 	verb:past:p:perf 	
'на			- 					- 	
славу'		- 					- 	
!			- 					- 	
!			- 					SENT_END	
			
			- 					SENT_START 		
Більше		багато 				adv:compr 	
туди		туди 				adv:&pron:dem 	
не			не 					part 	
підемо		піти 				verb:futr:p:1:perf 	
!			- 					- 	
!			- 					- 	
!			- 					SENT_END 	
								PARA_END	
			
			-					SENT_START 					
Це			цей 				adj:n:v_naz:&pron:dem	(pron:dem)
щось		щось 				pron:ind:n:v_zna 	
!			- 					- 	
!			- 					- 	
!			- 					SENT_END	
			
			-					SENT_START 		 			
Казково		казково 			adv 	
,			- 					- 	
просто		просто 				adv:compb 	
бомбезно	- 					- 	
!			- 					SENT_END	
			
			-					SENT_START 		 			
Величезне	величезний 			adj:n:v_naz 	
спасибі		спасибі 			predic 	
надзвичайно	надзвичайно 		adv 	
позитивній	позитивний 			adj:f:v_dav:compb 	
,			- 					- 	
щирій		щирий 				adj:f:v_dav:compb 	
,			- 					- 	
веселій		веселий 			adj:f:v_dav:compb 	
,			- 					- 	
цікавій		цікавий 			adj:f:v_dav:compb 	
людині		людина 				noun:f:v_dav:anim 	
-			- 					- 	
САЖОТРУСУ	сажотрус 			noun:m:v_dav:anim 	
за			за 					prep:rv_rod:rv_zna:rv_oru 	(prep:rv_zna)
захоплюючі	захоплюючий 		adjp:actv:pres:p:v_zna:bad	
львівські	львівський 			adj:p:v_zna 	
легенди		легенда 			noun:p:v_zna 	
-			- 					- 	
настільки	настільки 			adv 	
цікаво		цікаво 				adv:compb 	
,			- 					- 	
захоплююче	захоплюючий 		adjp:actv:pres:n:v_naz:bad	
,			- 					- 	
весело		весело 				adv:compb 	
.			- 					SENT_END	
			
			-					SENT_START 		 			
Гарно		гарно 				adv:compb 	
проведений	проведений 			adjp:pasv:past:m:v_naz	
вечір		вечір 				noun:m:v_naz 	
,			- 					- 	
приємні		приємний 			adj:p:v_naz:compb 	
офіціанти	офіціант 			noun:p:v_naz:anim 	
,			- 					- 	
смачна		смачний 			adj:f:v_naz:compb 	
кухня		кухня 				noun:f:v_naz 	
.			- 					SENT_END	
			
			- 					SENT_START 		
Пишаюся		пишатися 			verb:rev:pres:s:1:imperf 	
,			- 					- 	
що			що 					conj:subord 	
живу		жити 				verb:pres:s:1:imperf 	
у			у 					prep:rv_zna:rv_mis:rv_rod:v-u 	
Львові		Львів 				noun:m:v_mis 	
.			- 					SENT_END 	
								PARA_END	
			
			-					SENT_START 		 			
Доброго		добрий 				adj:m:v_rod:compb 	
дня			день 				noun:m:v_rod 	
,			- 					- 	
багато		багато 				adv 	
хорошого	хороший 			adj:m:v_rod:compb 	
чула		чути 				verb:past:f:imperf 	
про			про 				prep:rv_zna 	
Дім			дім 				noun:m:v_zna 	
Легенд		легенда 			noun:p:v_rod 	
,			- 					- 	
хочу		хотіти 				verb:unknown 	
завітати	завітати 			verb:inf:perf 	
туди		туди 				adv:&pron:dem 	
з			з 					prep:rv_rod:rv_zna:rv_oru	(prep:rv_oru)
друзями		друзі 				noun:p:v_oru:anim 	
.			- 					SENT_END	
			
			-					SENT_START 					
Лілія		лілія 				noun:f:v_naz 	
,			- 					- 	
скажіть		сказати 			verb:impr:p:2:perf 	
будь-ласка	будь-ласка 			insert:bad 	
.			- 					SENT_END	
			
			-					SENT_START 					
який		який 				adj:m:v_naz:&pron:int:rel:def	(pron:int)
офіціант	офіціант 			noun:m:v_naz:anim 	
Вас			ви 					pron:pers:p:2:v_zna:anim 	
обслуговував	обслуговувати 	verb:past:m:imperf 	
?			- 					- 	
?			- 					- 	
?			- 					SENT_END	
			
			- 					SENT_START 					
по			по 					prep:rv_mis:rv_zna 	
Ваших		ваш 				adj:p:v_mis:&pron:pos 	(pron:pos)
словах		слово 				noun:p:v_mis 	
хороші		хороший 			adj:p:v_naz:compb 	
офіціанти	офіціант 			noun:p:v_naz:anim 	
там			там 				adv:&pron:dem 	
працюють	працювати 			verb:pres:p:3:imperf 	
.			- 					SENT_END	
			
			-					SENT_START 		 			
хотіла		хотіти 				verb:unknown 	
б			б 					part 	
до			до 					prep:rv_rod 	
нього		він 				pron:pers:m:3:v_rod:anim	
теж			теж 				adv 	
потрапити	потрапити 			verb:inf:perf 	
)			- 					- 	
)			- 					- 	
)			- 					SENT_END 	
								PARA_END	
